publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
Elsevier,International Journal of Project Management,,0263-7863,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,624
Elsevier,Journal of Rare Earths,,1002-0721,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,625
Elsevier,Journal of Safety Research,,0022-4375,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,626
Elsevier,Journal of Space Safety Engineering,,2468-8967,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,627
Elsevier,Transplantation and Cellular Therapy,,2666-6367,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,628
Elsevier,Legal Medicine,,1344-6223,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,629
Elsevier,Life Sciences in Space Research,,2214-5524,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,630
Elsevier,Mathematics and Computers in Simulation,,0378-4754,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,631
Elsevier,Manufacturing Letters,,2213-8463,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,632
Elsevier,Mitochondrion,,1567-7249,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,633
Elsevier,Morphologie,,1286-0115,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,634
Elsevier,Materialia,,2589-1529,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,635
Elsevier,Particuology,,1674-2001,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,636
Elsevier,ISPRS Journal of Photogrammetry and Remote Sensing,,0924-2716,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,637
Elsevier,Phytochemistry Letters,,1874-3900,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,638
Elsevier,Progress in Natural Science: Materials International,,1002-0071,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,639
Elsevier,Proceedings of the Combustion Institute,,1540-7489,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,640
Elsevier,Process Safety and Environmental Protection,,0957-5820,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,641
Elsevier,Reproductive Biology,,1642-431X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,642
Elsevier,Science Bulletin,,2095-9273,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,643
Elsevier,Science & Justice,,1355-0306,,Hybrid,,,,,,,,,,Q2,,,Q2,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,644
Elsevier,Solar Energy,,0038-092X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,645
Elsevier,Scripta Materialia,,1359-6462,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,646
Elsevier,Sustainable Production and Consumption,,2352-5509,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,647
Elsevier,Biosystems Engineering,,1537-5110,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,648
Elsevier,Biologicals,,1045-1056,,Hybrid,,,,,,,,,,Q3,,,Q3,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,649
Elsevier,Cryobiology,,0011-2240,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,650
Elsevier,Journal of Forensic and Legal Medicine,,1752-928X,,Hybrid,,,,,,,,,,Q1,,,Q1,CiteScore 2024,Institutional eligible publication list (MUJ 2025); hybrid titles with CiteScore 2024 quartile only,Elsevier.xlsx,MUJ 2025 eligible pub list,651
ACM,ACM AI Letters,ailet,,,Open Access,,,,https://dl.acm.org/journal/ailet,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,2
ACM,ACM Computing Surveys,csur,,,Open Access,,,"These comprehensive, readable surveys and tutorial papers give guided tours through the literature and explain topics to those who seek to learn the basics of areas outside their specialties in an accessible way. The carefully planned and presented introductions in Computing Surveys (CSUR) are also an excellent way for researchers and professionals to develop perspectives on, and identify trends in complex technologies. Contributions which bridge existing and emerging technologies (such as machine learning) with a variety of science and engineering domains in a novel and interesting way are also welcomed.",https://dl.acm.org/journal/csur,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,3
ACM,ACM Journal of Data Science,acmjds,,,Open Access,,,"ACM Journal of Data Science (JDS) is an Open Access journal of the Association for Computing Machinery (ACM) publishing high-impact research from all areas of data science, across foundations, applications, and systems. The scope of the journal is multi-disciplinary and broad, spanning statistics, machine learning, computer systems, and the societal implications of data science. JDS accepts original papers as well as novel surveys that summarize and organize critical subject areas.",https://dl.acm.org/journal/acmjds,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,4
ACM,ACM Journal on Autonomous Transportation Systems,jats,,,Open Access,,,"ACM Journal on Autonomous Transportation Systems aims to cover the topics in design, analysis, and control of autonomous transportation systems. The area of autonomous transportation systems is at a critical point where issues related to data, models, computation, and scale are increasingly important. Similarly, multiple disciplines including computer science, electrical engineering, civil engineering, etc., are approaching these problems with a significant growth in research activity. This area raises novel challenges for improving traffic operations, road safety, sustainability, and efficient road traffic and vehicle management in passenger and goods delivery. Indeed, the lives of people who travel along roads on a regular basis are directly affected by traffic management and safety. Such problems require communication cooperation on the road, including car-to-car and car-to-infrastructure. Further, unmanned aerial systems are also of interest. Efficient control and management decisions for transportation systems require interdisciplinary research across areas in communications and networking, control systems, machine learning, traffic engineering and transportation systems.",https://dl.acm.org/journal/jats,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,5
ACM,ACM Journal on Computing and Sustainable Societies,acmjcss,,,Open Access,,,"Inspired by the broad agenda of the United Nations Sustainable Development Goals (SDGs), ACM Journal on Computing and Sustainable Societies (JCSS) aims to publish significant and original research from a broad array of computer and information sciences, social sciences, environmental sciences, and engineering fields that support the growth of sustainable societies worldwide, especially including under-represented and marginalized communities. JCSS aims to explicitly promote interdisciplinary research work including new methodologies, systems, techniques, applications, behavioral, qualitative, and quantitative studies that addresses key societal challenges including sustainability, gender equality, health, education, poverty, accessibility, conservation, climate change, energy, infrastructure and economic growth, among others. We also welcome research on the ethics of technology, especially from a critical perspective, that explores limitations and concerns with technology-led solutions for sustainable societies. The journal will be published quarterly.",https://dl.acm.org/journal/acmjcss,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,6
ACM,ACM Journal on Emerging Technologies in Computing Systems,jetc,,,Open Access,,,,https://dl.acm.org/journal/jetc,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,7
ACM,ACM Journal on Responsible Computing,jrc,,,Open Access,,,"The ACM Journal on Responsible Computing (JRC) publishes high-quality original research at the intersection of computing, ethics, information, law, policy, responsible innovation, and social responsibility from a wide range of convergent, interdisciplinary, multidisciplinary, and transdisciplinary perspectives. We welcome papers using any or a combination of computational, conceptual, qualitative, quantitative, and other methods to make contributions to knowledge, methods, practice, and theory, broadly defined. Relevant domains include but are not limited to:",https://dl.acm.org/journal/jrc,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,8
ACM,ACM Transactions on AI Security and Privacy,taisap,,,Open Access,,,,https://dl.acm.org/journal/taisap,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,9
ACM,ACM Transactions on AI for Science,tais,,,Open Access,,,,https://dl.acm.org/journal/tais,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,10
ACM,ACM Transactions on Accessible Computing,taccess,,,Open Access,,,,https://dl.acm.org/journal/taccess,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,11
ACM,ACM Transactions on Algorithms,talg,,,Open Access,,,,https://dl.acm.org/journal/talg,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,12
ACM,ACM Transactions on Applied Perception,tap,,,Open Access,,,,https://dl.acm.org/journal/tap,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,13
ACM,ACM Transactions on Architecture and Code Optimization,taco,,,Open Access,,,,https://dl.acm.org/journal/taco,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,14
ACM,ACM Transactions on Asian and Low-Resource Language Information Processing,tallip,,,Open Access,,,,https://dl.acm.org/journal/tallip,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,15
ACM,ACM Transactions on Autonomous and Adaptive Systems,taas,,,Open Access,,,,https://dl.acm.org/journal/taas,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,16
ACM,ACM Transactions on Computation Theory,toct,,,Open Access,,,,https://dl.acm.org/journal/toct,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,17
ACM,ACM Transactions on Computational Logic,tocl,,,Open Access,,,,https://dl.acm.org/journal/tocl,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,18
ACM,ACM Transactions on Computer Systems,tocs,,,Open Access,,,,https://dl.acm.org/journal/tocs,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,19
ACM,ACM Transactions on Computer-Human Interaction,tochi,,,Open Access,,,,https://dl.acm.org/journal/tochi,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,20
ACM,ACM Transactions on Computing Education,toce,,,Open Access,,,,https://dl.acm.org/journal/toce,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,21
ACM,ACM Transactions on Computing for Healthcare,health,,,Open Access,,,,https://dl.acm.org/journal/health,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,22
ACM,ACM Transactions on Cyber-Physical Systems,tcps,,,Open Access,,,,https://dl.acm.org/journal/tcps,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,23
ACM,ACM Transactions on Database Systems,tods,,,Open Access,,,,https://dl.acm.org/journal/tods,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,24
ACM,ACM Transactions on Design Automation of Electronic Systems,todaes,,,Open Access,,,,https://dl.acm.org/journal/todaes,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,25
ACM,ACM Transactions on Economics and Computation,teac,,,Open Access,,,,https://dl.acm.org/journal/teac,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,26
ACM,ACM Transactions on Embedded Computing Systems,tecs,,,Open Access,,,,https://dl.acm.org/journal/tecs,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,27
ACM,ACM Transactions on Evolutionary Learning and Optimization,telo,,,Open Access,,,"The ACM Transactions on Evolutionary Learning and Optimization publishes original papers in all areas of evolutionary computation and related areas such as evolutionary machine learning, evolutionary reinforcement learning, Bayesian optimization, evolutionary robotics and other metaheuristics.",https://dl.acm.org/journal/telo,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,28
ACM,ACM Transactions on Graphics,tog,,,Open Access,,,,https://dl.acm.org/journal/tog,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,29
ACM,ACM Transactions on Human-Robot Interaction,thri,,,Open Access,,,,https://dl.acm.org/journal/thri,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,30
ACM,ACM Transactions on Information Systems,tois,,,Open Access,,,,https://dl.acm.org/journal/tois,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,31
ACM,ACM Transactions on Intelligent Systems and Technology,tist,,,Open Access,,,,https://dl.acm.org/journal/tist,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,32
ACM,ACM Transactions on Interactive Intelligent Systems,tiis,,,Open Access,,,,https://dl.acm.org/journal/tiis,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,33
ACM,ACM Transactions on Internet Technology,toit,,,Open Access,,,,https://dl.acm.org/journal/toit,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,34
ACM,ACM Transactions on Internet of Things,tiot,,,Open Access,,,,https://dl.acm.org/journal/tiot,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,35
ACM,ACM Transactions on Knowledge Discovery from Data,tkdd,,,Open Access,,,,https://dl.acm.org/journal/tkdd,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,36
ACM,ACM Transactions on Management Information Systems,tmis,,,Open Access,,,,https://dl.acm.org/journal/tmis,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,37
ACM,ACM Transactions on Mathematical Software,toms,,,Open Access,,,,https://dl.acm.org/journal/toms,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,38
ACM,ACM Transactions on Modeling and Computer Simulation,tomacs,,,Open Access,,,,https://dl.acm.org/journal/tomacs,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,39
ACM,ACM Transactions on Modeling and Performance Evaluation of Computing Systems,tompecs,,,Open Access,,,,https://dl.acm.org/journal/tompecs,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,40
ACM,"ACM Transactions on Multimedia Computing, Communications, and Applications",tomm,,,Open Access,,,,https://dl.acm.org/journal/tomm,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,41
ACM,ACM Transactions on Parallel Computing,topc,,,Open Access,,,"Parallel computing is a rapidly evolving field that is an essential ingredient in all aspects of computer science. ACM Transactions on Parallel Computing (TOPC) is a forum for novel and innovative work on all aspects of parallel computing, including foundational and theoretical aspects, systems, languages, architectures, tools, and applications. It addresses all classes of parallel-processing platforms including concurrent, multithreaded, multicore, accelerated, multiprocessor, clusters, and supercomputers.",https://dl.acm.org/journal/topc,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,42
ACM,ACM Transactions on Privacy and Security,tops,,,Open Access,,,,https://dl.acm.org/journal/tops,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,43
ACM,ACM Transactions on Probabilistic Machine Learning,topml,,,Open Access,,,"ACM Transactions on Probabilistic Machine Learning focuses on probabilistic methods that learn from data to improve performance on decision-making or prediction tasks under uncertainty. Optimization, decision-theoretic or information-theoretic methods are within the remit if they are underpinned by a probabilistic structure. Probabilistic methods may be harnessed to address questions related to statistical inference, uncertainty quantification, predictive calibration, data generation and sampling, causal inference, stability, and scalability. Examples of approaches relevant to the scope include Bayesian modelling and inference, variational inference, Gaussian processes, Monte Carlo sampling, Stein-based methods, and ensemble modelling. Examples of models for which probabilistic approaches are sought include neural networks, kernel-based models, graph-based models, reinforcement learning models, recommender systems, and statistical and stochastic models. Ethical considerations of probabilistic machine learning, such as data privacy and algorithmic fairness, should be addressed in papers where there is a direct ethical connection or context for the work being described.",https://dl.acm.org/journal/topml,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,44
ACM,ACM Transactions on Programming Languages and Systems,toplas,,,Open Access,,,,https://dl.acm.org/journal/toplas,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,45
ACM,ACM Transactions on Quantum Computing,tqc,,,Open Access,,,"Publishes high-impact, original research papers and select surveys on topics in quantum computing and quantum information science.",https://dl.acm.org/journal/tqc,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,46
ACM,ACM Transactions on Recommender Systems,tors,,,Open Access,,,"ACM Transactions on Recommender Systems (TORS) publishes high quality papers that address various aspects of recommender systems research, from algorithms to the user experience, to questions of the impact and value of such systems, on a quarterly basis. The journal takes a holistic view on the field and calls for contributions from different subfields of computer science and information systems, such as machine learning, data mining, information retrieval, web-based systems, data science and big data, and human-computer interaction. Moreover, interdisciplinary research works are welcome as well. Such works may either be based on insights from related fields, e.g., marketing or psychology, or apply recommendation technology in novel application areas.",https://dl.acm.org/journal/tors,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,47
ACM,ACM Transactions on Reconfigurable Technology and Systems,trets,,,Open Access,,,"ACM Transactions on Reconfigurable Technology and Systems (TRETS) is a peer-reviewed and archival journal covering technology, systems, and applications on reconfigurable computers or devices. The journal has been the vehicle for many seminal papers over the past decade. Reconfigurable technology includes field programmable gate arrays (FPGAs) and other adaptable fabrics, such as coarse-grained reconfigurable architectures (CGRAs) and structured ASICs. Topics appropriate for TRETS include all levels of reconfigurable system abstractions and technologies, platforms, programming environments, operating systems, design automation, and application successes.",https://dl.acm.org/journal/trets,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,48
ACM,ACM Transactions on Sensor Networks,tosn,,,Open Access,,,,https://dl.acm.org/journal/tosn,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,49
ACM,ACM Transactions on Social Computing,tsc,,,Open Access,,,,https://dl.acm.org/journal/tsc,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,50
ACM,ACM Transactions on Software Engineering and Methodology,tosem,,,Open Access,,,,https://dl.acm.org/journal/tosem,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,51
ACM,ACM Transactions on Spatial Algorithms and Systems,tsas,,,Open Access,,,,https://dl.acm.org/journal/tsas,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,52
ACM,ACM Transactions on Storage,tos,,,Open Access,,,,https://dl.acm.org/journal/tos,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,53
ACM,ACM Transactions on the Web,tweb,,,Open Access,,,"Transactions on the Web (TWEB) publishes refereed articles reporting the results of research on Web content, applications, use, and related enabling technologies on a quarterly basis.",https://dl.acm.org/journal/tweb,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,54
ACM,Collective Intelligence,cola,,,Open Access,,,"Collective Intelligence is a transdisciplinary journal devoted to advancing the theoretical and empirical understanding of group performance in diverse systems, from adaptive matter to cellular and neural systems to animal societies to all types of human organizations to hybrid AI-human teams and nanobot swarms.",https://dl.acm.org/journal/cola,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,55
ACM,Digital Government: Research and Practice,dgov,,,Open Access,,,"Digital Government: Research and Practice (DGOV) is an interdisciplinary Open Access journal that focuses on the potential and impact of technology on innovations and transformation of public institutions and governance. It promotes applied and empirical research from academics, practitioners, designers, and technologists, using political, policy, social, computer, and data sciences methodologies.",https://dl.acm.org/journal/dgov,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,56
ACM,Digital Threats: Research and Practice,dtrap,,,Open Access,,,,https://dl.acm.org/journal/dtrap,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,57
ACM,Distributed Ledger Technologies: Research and Practice,dlt,,,Open Access,,,,https://dl.acm.org/journal/dlt,,,,,,,,,,not stated in source list,ACM journal list; ACM journals are open access as of 1 January 2026 per the ACM publications overview cited in the workbook Notes sheet,ACM.xlsx,ACM Journals,58
